qid,granite_dense,gte_dense,bm25
1319,1.0,1.0,1.0
132,0.0,1.0,1.0
1320,0.0,0.0,0.0
1321,0.0,0.0,0.0
1322,1.0,1.0,1.0
1323,1.0,1.0,0.0
1324,1.0,0.0,0.0
1325,0.0,0.0,0.0
1326,0.0,0.0,0.0
1327,1.0,1.0,1.0
1328,0.0,0.0,1.0
1329,1.0,1.0,1.0
133,0.0,0.0,0.0
1330,0.0,0.0,0.0
1331,1.0,1.0,0.0
1332,1.0,1.0,1.0
1333,1.0,1.0,0.0
1334,1.0,1.0,0.0
1335,0.0,0.0,0.0
1336,0.0,0.0,0.0
1337,0.0,0.0,0.0
1338,1.0,1.0,0.0
1339,0.0,0.0,0.0
134,1.0,1.0,0.0
1340,0.0,0.0,0.0
1341,1.0,1.0,0.0
1342,0.0,0.0,0.0
1343,1.0,1.0,0.0
1344,1.0,1.0,1.0
1345,0.0,0.0,0.0
1346,0.0,0.0,0.0
1347,1.0,1.0,1.0
1348,1.0,1.0,1.0
1349,1.0,1.0,1.0
135,0.0,0.0,0.0
1350,0.0,1.0,0.0
1351,1.0,1.0,1.0
1352,0.0,0.0,0.0
1353,0.0,0.0,0.0
1354,0.0,0.0,0.0
1355,1.0,0.0,0.0
1356,1.0,1.0,1.0
1357,1.0,1.0,1.0
1358,0.0,1.0,0.0
1359,0.0,0.0,0.0
136,0.0,0.0,0.0
1360,0.0,0.0,0.0
1361,0.0,0.0,0.0
1362,0.0,0.0,0.0
1363,1.0,1.0,1.0
1364,1.0,1.0,0.0
1365,0.0,0.0,0.0
1366,0.0,0.0,0.0
1367,0.0,0.0,0.0
1368,0.0,0.0,0.0
1369,0.0,0.0,0.0
137,1.0,0.0,0.0
1370,0.0,1.0,1.0
1371,0.0,0.0,0.0
1372,0.0,0.0,0.0
1373,1.0,1.0,1.0
1374,1.0,1.0,1.0
1375,1.0,1.0,1.0
1376,1.0,1.0,0.0
1377,0.0,0.0,0.0
1378,1.0,1.0,1.0
1379,1.0,1.0,1.0
138,0.0,1.0,1.0
1380,1.0,0.0,0.0
1381,0.0,0.0,0.0
1382,1.0,1.0,1.0
1383,1.0,1.0,1.0
1384,1.0,1.0,0.0
1385,1.0,1.0,1.0
1386,0.0,0.0,1.0
1387,0.0,0.0,0.0
1388,1.0,1.0,0.0
1389,1.0,1.0,0.0
139,1.0,1.0,1.0
1390,0.0,0.0,0.0
1391,1.0,1.0,1.0
1392,0.0,0.0,1.0
1393,1.0,1.0,0.0
1394,0.0,0.0,0.0
1395,0.0,0.0,0.0
1396,1.0,1.0,1.0
1397,0.0,0.0,0.0
1398,1.0,1.0,1.0
1399,1.0,1.0,1.0
14,1.0,1.0,1.0
140,1.0,1.0,0.0
1400,1.0,1.0,1.0
1401,1.0,1.0,0.0
1402,0.0,0.0,0.0
1403,0.0,0.0,0.0
1404,1.0,1.0,1.0
1405,0.0,0.0,0.0
1406,1.0,1.0,1.0
1407,1.0,1.0,1.0
1408,1.0,1.0,0.0
1409,1.0,1.0,1.0
141,1.0,1.0,1.0
1410,1.0,1.0,1.0
1411,1.0,0.0,0.0
1412,0.0,0.0,0.0
1413,1.0,1.0,1.0
1414,1.0,1.0,0.0
1415,1.0,1.0,1.0
1416,0.0,0.0,0.0
1417,0.0,0.0,0.0
1418,1.0,1.0,0.0
1419,0.0,1.0,0.0
142,0.0,0.0,0.0
1420,0.0,0.0,0.0
1421,0.0,0.0,0.0
1422,0.0,0.0,0.0
1423,0.0,0.0,0.0
1424,1.0,0.0,0.0
1425,0.0,0.0,0.0
1426,1.0,1.0,1.0
1427,0.0,1.0,0.0
1428,0.0,0.0,0.0
1429,1.0,1.0,1.0
143,1.0,1.0,1.0
1430,1.0,1.0,1.0
1431,1.0,1.0,0.0
1432,1.0,1.0,0.0
1433,1.0,1.0,0.0
1434,1.0,1.0,1.0
1435,1.0,1.0,1.0
1436,1.0,1.0,1.0
1437,1.0,1.0,0.0
1438,1.0,1.0,1.0
1439,1.0,1.0,0.0
144,1.0,1.0,0.0
1440,1.0,1.0,0.0
1441,0.0,0.0,0.0
1442,1.0,1.0,1.0
1443,0.0,1.0,0.0
1444,1.0,1.0,0.0
1445,0.0,0.0,0.0
1446,1.0,0.0,0.0
1447,0.0,0.0,0.0
