qid,granite_dense,gte_dense,bm25
0,0.9466666666666667,0.782608695652174,0.9152542372881356
1,0.9230769230769231,0.8611111111111112,0.7619047619047619
10,0.8611111111111112,0.6451612903225806,0.7307692307692307
100,0.7547169811320755,0.7547169811320755,0.8717948717948718
1000,0.6818181818181818,0.6956521739130435,0.7777777777777778
1001,0.8888888888888888,0.6875,0.90625
1002,0.7391304347826086,0.8165137614678899,0.5178571428571429
1003,0.6956521739130435,0.8125,0.8
1004,0.45714285714285713,0.423728813559322,0.41935483870967744
1005,0.7586206896551724,0.8333333333333334,0.37735849056603776
1006,0.7843137254901961,0.8918918918918919,0.40816326530612246
1007,0.6212121212121212,0.671875,0.7368421052631579
1008,0.42857142857142855,0.6268656716417911,0.5813953488372093
1009,0.5714285714285714,0.8484848484848485,0.5365853658536586
101,0.625,0.5333333333333333,0.32222222222222224
1010,0.7741935483870968,0.7936507936507936,0.7
1011,0.7647058823529411,0.8,0.7368421052631579
1012,0.782608695652174,0.6621621621621622,0.41025641025641024
1013,0.5476190476190477,0.42857142857142855,0.6041666666666666
1014,0.6813186813186813,0.5161290322580645,0.7375
1015,0.8472222222222222,0.7142857142857143,0.6695652173913044
1016,0.7837837837837838,0.9,0.4090909090909091
1017,0.58,0.3684210526315789,0.3181818181818182
1018,0.7560975609756098,0.7254901960784313,0.36363636363636365
1019,0.8360655737704918,0.6363636363636364,0.4523809523809524
102,0.75,0.7894736842105263,0.75
1020,0.4444444444444444,0.3148148148148148,0.3225806451612903
1021,0.6,0.6,0.81
1022,0.6206896551724138,0.5625,0.24242424242424243
1023,0.7222222222222222,0.8333333333333334,0.75
1024,0.6818181818181818,1.0,0.7241379310344828
1025,0.7857142857142857,0.8695652173913043,0.9487179487179487
1026,0.9,0.8518518518518519,0.2682926829268293
1027,0.72,0.7222222222222222,0.8888888888888888
1028,0.8833333333333333,0.8333333333333334,0.75
1029,0.8533333333333334,0.8888888888888888,0.7547169811320755
103,0.8507462686567164,0.8405797101449275,0.1875
1030,0.868421052631579,0.875,0.8387096774193549
1031,0.8888888888888888,0.8372093023255814,0.8958333333333334
1032,0.7764705882352941,0.7894736842105263,0.21052631578947367
1033,0.4507042253521127,0.4383561643835616,0.5151515151515151
1034,0.3888888888888889,0.2777777777777778,0.35294117647058826
1035,0.8043478260869565,0.8043478260869565,0.7804878048780488
1036,0.7777777777777778,0.8837209302325582,0.22916666666666666
1037,0.8765432098765432,0.8292682926829268,0.4878048780487805
1038,0.92,0.92,0.873015873015873
1039,0.7246376811594203,0.7246376811594203,0.8392857142857143
104,0.5897435897435898,0.8983050847457628,0.8918918918918919
1040,0.3888888888888889,0.6458333333333334,0.3157894736842105
1041,0.819672131147541,0.8372093023255814,0.7878787878787878
1042,0.3333333333333333,0.3125,0.36363636363636365
1043,0.7419354838709677,0.5087719298245614,0.6764705882352942
1044,0.7164179104477612,0.8108108108108109,0.8153846153846154
1045,0.782608695652174,0.55,0.13333333333333333
1046,0.7580645161290323,0.7083333333333334,0.8695652173913043
1047,0.8333333333333334,0.8,0.30434782608695654
1048,1.0,0.8541666666666666,0.7
1049,0.7111111111111111,0.8450704225352113,0.76
105,0.7205882352941176,0.8787878787878788,0.8297872340425532
1050,0.7246376811594203,0.696969696969697,0.23529411764705882
1051,0.7560975609756098,0.5625,0.8
1052,0.9,0.9230769230769231,0.4444444444444444
1053,0.9166666666666666,0.8292682926829268,0.9069767441860465
1054,0.7692307692307693,0.5510204081632653,0.7195121951219512
1055,0.48,0.7209302325581395,0.6178861788617886
1056,0.5625,0.5294117647058824,0.8985507246376812
1057,0.6774193548387096,0.6349206349206349,0.4117647058823529
1058,0.9354838709677419,0.8,0.75
1059,0.6388888888888888,0.8245614035087719,0.6290322580645161
106,0.30973451327433627,0.625,0.6046511627906976
1060,0.8260869565217391,0.8,0.6630434782608695
1061,0.8695652173913043,0.8695652173913043,0.7692307692307693
1062,0.6349206349206349,0.7272727272727273,0.7272727272727273
1063,0.8157894736842105,0.7647058823529411,0.8043478260869565
1064,0.7083333333333334,0.8048780487804879,0.8928571428571429
1065,0.7777777777777778,0.8461538461538461,0.7777777777777778
1066,0.8214285714285714,0.8076923076923077,0.775
1067,0.8620689655172413,0.8620689655172413,0.8
1068,0.7333333333333333,0.9259259259259259,0.8888888888888888
1069,0.8181818181818182,0.8461538461538461,0.7777777777777778
107,0.6666666666666666,0.832,0.7340425531914894
1070,0.6170212765957447,0.7906976744186046,0.6875
1071,0.6756756756756757,0.5483870967741935,0.8823529411764706
1072,0.26548672566371684,0.6466165413533834,0.5
1073,0.8,0.7666666666666667,0.7166666666666667
1074,0.9195402298850575,0.4782608695652174,0.47435897435897434
1075,0.2692307692307692,0.8043478260869565,0.4117647058823529
1076,0.9,0.9,0.36363636363636365
1077,0.65625,0.6129032258064516,0.7142857142857143
1078,0.5232558139534884,0.559322033898305,0.4
1079,0.671875,0.5897435897435898,0.4883720930232558
108,0.7261904761904762,0.5319148936170213,0.65625
1080,0.9166666666666666,1.0,0.3333333333333333
1081,0.71875,0.4782608695652174,0.8888888888888888
1082,0.782608695652174,0.5411764705882353,0.775
1083,0.8214285714285714,0.8214285714285714,0.7714285714285715
1084,0.8888888888888888,0.8888888888888888,0.5217391304347826
1085,0.7407407407407407,0.6666666666666666,0.4883720930232558
1086,0.8604651162790697,0.5614035087719298,0.6
1087,0.8235294117647058,0.8387096774193549,0.9
1088,0.75,0.825,0.2222222222222222
1089,0.3333333333333333,0.3333333333333333,0.9154929577464789
109,0.8452380952380952,0.8297872340425532,0.44642857142857145
1090,0.7741935483870968,0.7045454545454546,0.625
1091,0.8695652173913043,0.75,0.8
1092,0.7558139534883721,0.7702702702702703,0.6046511627906976
1093,0.8695652173913043,0.8,0.75
1094,0.7894736842105263,0.7,0.7804878048780488
1095,0.5106382978723404,0.5833333333333334,0.7
1096,0.7777777777777778,0.7741935483870968,0.5853658536585366
1097,0.8888888888888888,0.8888888888888888,0.5483870967741935
1098,1.0,0.8181818181818182,0.7272727272727273
1099,0.7857142857142857,0.8076923076923077,0.7719298245614035
11,0.7307692307692307,0.6136363636363636,0.625
110,0.59375,0.6666666666666666,0.29411764705882354
1100,0.5,0.6078431372549019,0.4090909090909091
1101,0.8260869565217391,0.9583333333333334,0.5555555555555556
1102,0.72,0.6721311475409836,0.7142857142857143
1103,0.7301587301587301,0.7301587301587301,0.2727272727272727
1104,0.8620689655172413,0.9,0.8529411764705882
1105,0.9066666666666666,0.8484848484848485,0.875
1106,0.9375,0.8857142857142857,0.8867924528301887
1107,0.7894736842105263,0.14583333333333334,0.7058823529411765
1108,0.6818181818181818,0.6818181818181818,0.6909090909090909
1109,0.7916666666666666,0.8947368421052632,0.8461538461538461
111,0.6956521739130435,0.7727272727272727,0.7659574468085106
1110,0.9310344827586207,0.9411764705882353,0.8823529411764706
1111,0.8536585365853658,0.8536585365853658,0.8571428571428571
1112,0.4117647058823529,0.6,0.5
1113,0.15789473684210525,0.3888888888888889,0.3333333333333333
1114,0.8297872340425532,0.8571428571428571,0.7931034482758621
1115,0.7037037037037037,0.7746478873239436,0.75
1116,0.7058823529411765,0.8809523809523809,0.6666666666666666
1117,0.7592592592592593,0.6666666666666666,0.6410256410256411
1118,0.7662337662337663,0.9210526315789473,0.8043478260869565
1119,0.8529411764705882,0.8571428571428571,0.825
112,0.7027027027027027,0.4107142857142857,0.4857142857142857
1120,0.8554216867469879,0.9090909090909091,0.8620689655172413
1121,0.6941176470588235,0.759493670886076,0.4583333333333333
1122,0.8387096774193549,0.8620689655172413,0.9411764705882353
1123,0.9032258064516129,0.6451612903225806,0.7
1124,0.5714285714285714,0.5454545454545454,0.5
1125,0.9285714285714286,0.7916666666666666,0.8529411764705882
1126,0.18181818181818182,0.37777777777777777,0.5471698113207547
1127,0.7111111111111111,0.29411764705882354,0.4222222222222222
1128,0.6774193548387096,0.7906976744186046,0.8571428571428571
1129,1.0,0.9,0.72
113,0.8372093023255814,0.8837209302325582,0.43820224719101125
1130,0.8,0.8,0.9310344827586207
1131,0.7037037037037037,0.6666666666666666,0.2777777777777778
1132,0.8076923076923077,0.8461538461538461,0.8888888888888888
1133,0.41304347826086957,0.7804878048780488,0.7659574468085106
1134,0.7454545454545455,0.6694915254237288,0.6764705882352942
1135,0.7727272727272727,0.896551724137931,0.8367346938775511
1136,0.8035714285714286,0.7222222222222222,0.7131147540983607
