qid,granite_dense,bm25,hybrid_granite_bm25,convex_hybrid_granite_bm25
6121,0.46927872602275644,0.46927872602275644,0.46927872602275644,0.46927872602275644
6122,0.47870393709728,0.22009176629808017,0.2934556883974402,0.47870393709728
6131,0.38685280723454163,0.6131471927654584,0.6131471927654584,0.6131471927654584
6133,0.6131471927654584,0.0,0.21840743681816419,0.6131471927654584
6142,0.9197207891481876,0.38685280723454163,0.8175295903539445,1.0
6146,0.5855700749881525,0.0,0.32531670832675136,0.5585075862632192
6199,0.227804435066758,0.0,0.0,0.227804435066758
620,1.0,0.0,0.3562071871080222,1.0
6219,0.8503449055347546,1.0,1.0,0.9197207891481876
622,1.0,0.37800210039683896,0.5706417189553201,1.0
6221,0.6131471927654584,0.0,0.20438239758848611,0.38685280723454163
6252,0.12647135138382856,0.0,0.07311683844390994,0.12647135138382856
6262,0.0,0.0,0.0,0.0
6278,0.7653606369886217,0.1480409554829326,0.4632423659320675,0.7653606369886217
6395,0.6131471927654584,0.8315546295836225,0.9197207891481876,0.7903864795495061
6410,0.0,0.0,0.0,0.0
6420,0.0,0.0,0.0,0.0
6441,0.6131471927654584,0.6131471927654584,0.7977228895450266,0.8175295903539445
6467,0.3562071871080222,0.38685280723454163,0.5,0.38685280723454163
6468,0.0,0.0,0.0,0.0
6479,0.38685280723454163,0.6131471927654584,0.6131471927654584,0.6131471927654584
6525,1.0,0.8175295903539445,1.0,1.0
6554,0.7653606369886217,0.7039180890341347,0.7653606369886217,0.7653606369886217
6562,0.6240505200038379,0.23719771276929622,0.6131471927654584,0.6052602440527057
659,0.9469024295259745,0.0,0.5049197748991976,0.9469024295259745
6611,0.0,0.0,0.0,0.0
6612,0.6203974344166848,0.40853591842579556,0.6816808362189438,0.6207622843987103
6625,0.6131471927654584,0.21840743681816419,0.38685280723454163,0.6131471927654584
6629,0.23463936301137822,0.0,0.18154179253735267,0.23463936301137822
6635,0.43067655807339306,0.0,0.31546487678572877,0.38685280723454163
6644,0.0,0.0,0.0,0.0
6647,0.8318724637288826,0.11284514134893527,0.6715263515506075,0.8318724637288826
6668,0.0,0.0,0.0,0.0
6679,0.7653606369886217,0.0,0.49818925746641285,0.7653606369886217
6683,0.38685280723454163,0.2640681225725909,0.6131471927654584,0.38685280723454163
6713,0.41618115554873086,0.370291336443826,0.4367467095119258,0.38364913903790027
6715,1.0,0.0,0.48247555939075504,1.0
672,0.2960819109658652,0.2960819109658652,0.46927872602275644,0.46927872602275644
6746,0.6131471927654584,0.6131471927654584,0.6131471927654584,0.6131471927654584
6787,1.0,0.19342640361727081,0.6509209298071326,0.9197207891481876
6792,0.0,0.3065735963827292,0.21840743681816419,0.0
68,0.6131471927654584,0.23719771276929622,0.6131471927654584,0.6131471927654584
6800,0.6131471927654584,0.0,0.21840743681816419,0.6131471927654584
6803,0.0,0.0,0.0,0.0
6807,0.0,0.0,0.0,0.0
6814,0.0,0.0,0.0,0.0
6832,1.0,0.0,1.0,1.0
6835,0.7095272044910244,0.2741708125981702,0.5272750663607827,0.7095272044910244
684,0.6366824387328317,0.3903800499921017,0.6975637657739948,0.7598336331031966
6849,1.0,0.6309297535714575,1.0,1.0
6862,0.0,0.0,0.0,0.0
6867,0.0,0.0,0.0,0.0
687,0.16958010263680806,0.0,0.10209739512291163,0.16958010263680806
6875,0.2640681225725909,0.17723928678404774,0.6131471927654584,0.2640681225725909
689,1.0,1.0,1.0,1.0
6890,0.0,0.0,0.0,0.0
6891,0.0,1.0,0.43067655807339306,0.0
6896,1.0,0.0,0.3562071871080222,1.0
6901,0.4595030867583783,0.0,0.13743816645714543,0.4595030867583783
6907,0.17723928678404774,0.0,0.0,0.0
6909,0.0,0.43067655807339306,0.3562071871080222,0.0
691,0.0,0.0,0.0,0.0
6959,0.0,0.0,0.0,0.0
6985,0.6509209298071326,0.0,0.45749452618986164,0.6509209298071326
699,1.0,0.5,1.0,1.0
701,0.3065735963827292,0.0,0.19342640361727081,0.2640681225725909
