qid,granite_dense,q2d_granite,q2d_corroborate
1209,1.0,1.0,1.0
121,1.0,1.0,1.0
1210,1.0,1.0,1.0
1211,1.0,1.0,1.0
1212,1.0,1.0,1.0
1213,1.0,1.0,1.0
1214,1.0,1.0,1.0
1215,1.0,1.0,1.0
1216,1.0,1.0,1.0
1217,1.0,1.0,1.0
1218,1.0,1.0,1.0
1219,1.0,0.0,0.0
122,1.0,1.0,1.0
1220,1.0,1.0,1.0
1221,1.0,1.0,1.0
1222,0.9464285714285714,0.8292682926829268,0.8292682926829268
1223,1.0,1.0,1.0
1224,1.0,1.0,1.0
1225,1.0,1.0,1.0
1226,1.0,1.0,1.0
1227,1.0,1.0,1.0
1228,1.0,1.0,1.0
1229,1.0,0.9090909090909091,0.9090909090909091
123,0.9444444444444444,1.0,1.0
1230,1.0,1.0,1.0
1231,1.0,0.6666666666666666,0.6666666666666666
1232,0.75,0.7666666666666667,0.7666666666666667
1233,1.0,1.0,1.0
1234,1.0,1.0,1.0
1235,1.0,1.0,1.0
1236,1.0,1.0,1.0
1237,1.0,1.0,1.0
1238,0.5,1.0,0.5
1239,1.0,1.0,1.0
124,1.0,1.0,1.0
1240,1.0,0.8461538461538461,1.0
1241,1.0,1.0,1.0
1242,1.0,1.0,1.0
1243,0.0,0.875,0.3333333333333333
1244,1.0,1.0,1.0
1245,1.0,1.0,1.0
1246,1.0,1.0,1.0
1247,1.0,0.7741935483870968,0.6964285714285714
1248,1.0,1.0,1.0
1249,1.0,1.0,1.0
125,1.0,1.0,1.0
1250,1.0,1.0,0.8
1251,1.0,1.0,1.0
1252,1.0,0.75,0.75
1253,1.0,1.0,1.0
1254,0.8571428571428571,1.0,1.0
1255,1.0,0.8,1.0
1256,1.0,1.0,1.0
1257,1.0,1.0,1.0
1258,1.0,1.0,1.0
1259,1.0,1.0,0.8333333333333334
126,1.0,1.0,1.0
1260,1.0,1.0,1.0
1261,1.0,1.0,1.0
1262,1.0,1.0,1.0
1263,0.88,0.8846153846153846,0.8695652173913043
1264,1.0,1.0,0.6086956521739131
1265,1.0,1.0,1.0
1266,0.3333333333333333,0.84375,0.6666666666666666
1267,1.0,1.0,1.0
