retriever,precision@1,precision@3,precision@5,precision@10,recall@1,recall@3,recall@5,recall@10,ndcg@1,ndcg@3,ndcg@5,ndcg@10,mrr,ms_per_query
granite_dense,0.46439628482972134,0.4066047471620227,0.3665634674922601,0.28513931888544897,0.057930664719524703,0.11527248988190009,0.14498988784261083,0.182539252945703,0.44427244582043346,0.4238782532155468,0.4101107194988545,0.37516447236263056,0.5581293921077203,33.046773281640405
bm25,0.43034055727554177,0.3323013415892672,0.2743034055727554,0.21393188854489167,0.05363383239427335,0.0977818620809315,0.11620295861332691,0.1474090373805491,0.4148606811145511,0.3604729273238781,0.33023596983086956,0.3018712216113777,0.511483365275935,4.521923046703264
splade,0.48297213622291024,0.38493292053663575,0.33003095975232194,0.24891640866873066,0.05777724444657788,0.11309286120013692,0.13509695029398738,0.16650003248975379,0.47058823529411764,0.4127879302526352,0.3869367402848254,0.3475547623216785,0.5598506069094304,11.050457687365128
convex_hybrid_granite_bm25,0.49226006191950467,0.4179566563467492,0.36284829721362233,0.286687306501548,0.06640813997180829,0.1202230841179949,0.1465902779719255,0.18663954096000038,0.47368421052631576,0.441260357179301,0.4170505567994235,0.38608103878788697,0.5817534031156322,28.751473928997786
convex_hybrid_granite_splade,0.5015479876160991,0.4293085655314758,0.3727554179566564,0.29195046439628486,0.06383626090845872,0.12416466267897584,0.14771993054140295,0.18842935875605543,0.4891640866873065,0.4521216526786704,0.42685019290050485,0.3917791978080019,0.592391518010713,34.86168391652256
