qid,granite_dense,bm25,splade,convex_hybrid_granite_bm25,convex_hybrid_granite_splade
PLAIN-307,0.727329844310522,0.7534494445524138,0.4673791184803734,0.826813366651774,0.6489315753318465
PLAIN-3074,0.11004588314904008,0.0,0.22009176629808017,0.13886244387355454,0.13886244387355454
PLAIN-3085,0.3971921948634016,0.13886244387355454,0.13886244387355454,0.3971921948634016,0.38148029915855786
PLAIN-3097,0.3222722491219547,0.22009176629808017,0.41528076708874123,0.42838543210841196,0.40853591842579556
PLAIN-3116,0.13886244387355454,0.0,0.0,0.09478836436955078,0.13886244387355454
PLAIN-3131,0.727329844310522,1.0,1.0,1.0,1.0
PLAIN-3141,1.0,1.0,1.0,1.0,1.0
PLAIN-3151,0.6863219231453965,0.4209088765951527,0.4509737963519493,0.6322662360886282,0.6044259533655848
PLAIN-3161,1.0,1.0,1.0,1.0,1.0
PLAIN-3171,0.0,0.0,0.0,0.0,0.0
PLAIN-3181,0.4429398126509056,0.361879195385413,0.611568281162677,0.5252085403110709,0.5252085403110709
PLAIN-3191,0.857980942822373,0.22009176629808017,0.4440973278132557,0.857980942822373,0.7116179486056782
PLAIN-320,0.22009176629808017,0.30523488393970116,0.22009176629808017,0.22009176629808017,0.22009176629808017
PLAIN-3201,1.0,1.0,1.0,1.0,1.0
PLAIN-3211,0.3764459522792426,0.7909506325094737,0.793584067764911,0.5278432933752526,0.532877640254568
PLAIN-3221,0.8553475075669357,0.84860265890399,0.793584067764911,0.8512360941594274,0.857980942822373
PLAIN-3231,0.0,0.0,0.0,0.0,0.0
PLAIN-3241,0.25909036127391766,0.15130120674940672,0.30260241349881345,0.2521686779156779,0.29178833734520576
PLAIN-3251,1.0,1.0,1.0,1.0,1.0
PLAIN-3261,0.036831869957267185,0.06370866775185362,0.1404215476602477,0.08221884062584187,0.1806540182522798
PLAIN-3271,0.0,0.0,0.0,0.0,0.0
PLAIN-3281,0.4935232796777481,0.644824486427155,0.6238470455881188,0.4935232796777481,0.4935232796777481
PLAIN-3292,1.0,0.8389574121760602,0.9363792118010483,1.0,1.0
PLAIN-33,0.0,0.0,0.0,0.0,0.0
PLAIN-3302,0.0,0.0,0.0,0.0,0.0
PLAIN-3312,0.67175898907361,0.4092727151605027,0.4327725091963492,0.5999767516907479,0.6975961695061491
PLAIN-332,0.0,0.0,0.0,0.0,0.0
PLAIN-3322,0.7767471075223497,0.8550956239938448,0.8550956239938448,0.8550956239938448,0.7767471075223497
PLAIN-3332,0.8572048559638628,0.6489315753318465,0.6489315753318465,0.800693766409882,0.7967610662472993
PLAIN-3342,0.0,0.0,0.0,0.0,0.0
PLAIN-3352,0.841492960259019,0.3589542101716347,0.3589542101716347,0.841492960259019,0.8482378089219645
PLAIN-3362,0.7702043899253147,0.727329844310522,0.8643145546088337,0.800693766409882,0.8643145546088337
PLAIN-3372,0.6366824387328317,0.5585075862632192,0.6366824387328317,0.6366824387328317,0.6366824387328317
PLAIN-3382,0.6726156710929547,0.19194129398216267,0.3603151367091187,0.5918899440882027,0.5659665101789597
PLAIN-3392,0.8572048559638628,0.933745776545611,0.866947989864271,0.9305687780632227,0.9266360779006401
PLAIN-3402,0.5834330535576521,0.22009176629808017,0.2863459897524692,0.5834330535576521,0.5580759111248786
PLAIN-3412,0.606241562353928,0.7948833326720564,0.6726934039987301,0.6874708847784536,0.6141069626790936
PLAIN-3422,0.31488013066763093,0.33013764944712026,0.1681522864689108,0.3589542101716347,0.2489083270225946
PLAIN-3432,0.8899541168509599,0.44821456061271264,0.8263333286520083,0.756902106715231,0.8482378089219645
PLAIN-344,0.5842273861585908,0.11706259313796354,0.0,0.47254583883871204,0.4500112274528523
PLAIN-3442,0.1480409554829326,0.1480409554829326,0.13565197343244778,0.16716045496620227,0.15642624200758548
PLAIN-3452,0.23463936301137822,0.0,0.2960819109658652,0.18154179253735267,0.46927872602275644
PLAIN-3462,0.0,0.23463936301137822,0.2960819109658652,0.14126697285982898,0.14126697285982898
PLAIN-3472,0.0,0.0,0.0,0.0,0.0
PLAIN-358,0.3819201904775964,0.0,0.04210679386305298,0.1922542355453186,0.21005921159993848
PLAIN-371,0.0,0.0,0.0,0.0,0.0
PLAIN-383,0.49435723575344825,0.4636440365082036,0.5174612499126158,0.48864468918810133,0.49828993591603105
PLAIN-395,0.0,0.0,0.0,0.0,0.0
PLAIN-407,0.09478836436955078,0.22009176629808017,0.22009176629808017,0.22009176629808017,0.22009176629808017
PLAIN-418,0.0,0.06943122193677727,0.388244052766991,0.0,0.08514311764162098
PLAIN-430,0.605504765619221,0.6726934039987301,0.5884674004369673,0.7019727018777485,0.6172839611614819
PLAIN-44,1.0,1.0,1.0,1.0,1.0
PLAIN-441,1.0,1.0,0.9363792118010483,1.0,1.0
PLAIN-457,0.06625422345438903,0.07336392209936005,0.3012042966046398,0.13886244387355454,0.1635413866202963
PLAIN-468,0.677273373952691,0.20483424751859086,0.3932783996463063,0.6300426811446146,0.5637884576902256
PLAIN-478,0.0,0.0,0.0,0.0,0.0
PLAIN-488,0.7605438394871004,0.43929373490672136,0.5556211221925038,0.6092584262921852,0.6092584262921852
PLAIN-499,0.6652907408280685,0.40348266660099286,0.5079937796926363,0.576669299949219,0.6470538417566039
